Unnamed: 0,Finance company,Public company,Before,Operation,After,Date
0,2,3456,47.00美元,下调,29.00美元,2020-03-14
1,0,0,141.00美元,下调,92.00美元,2020-03-14
2,0,1,55.00美元,下调,36.00美元,2020-03-14
3,0,2,33.00美元,下调,20.00美元,2020-03-14
4,0,3,60.00美元,下调,24.00美元,2020-03-14
5,1,4,1.00美元,下调,0.75美元,2020-03-14
6,2,5,14.00美元,下调,8.00美元,2020-03-14
7,2,7,207.00美元,下调,201.00美元,2020-03-13
8,3,8,6.00美元,下调,5.50美元,2020-03-13
9,3,9,15.00美元,下调,11.00美元,2020-03-13
10,3,10,132.00美元,下调,105.00美元,2020-03-13
11,3,741,17.00美元,上调,26.00美元,2020-03-13
12,3,11,23.00美元,下调,21.00美元,2020-03-13
13,3,12,76.00美元,下调,71.00美元,2020-03-13
14,3,13,52.00美元,下调,36.00美元,2020-03-13
15,3,670,142.00美元,下调,121.00美元,2020-03-13
16,3,14,97.00美元,下调,67.00美元,2020-03-13
17,3,15,34.00美元,下调,30.00美元,2020-03-13
18,3,16,15.00美元,下调,4.00美元,2020-03-13
19,3,17,76.00美元,上调,77.00美元,2020-03-13
20,3,18,64.00美元,下调,44.00美元,2020-03-13
21,3,19,32.00美元,下调,27.00美元,2020-03-13
22,3,20,361.00美元,下调,340.00美元,2020-03-13
23,3,21,11.00美元,下调,8.00美元,2020-03-13
24,4,22,190.00美元,下调,180.00美元,2020-03-13
25,4,23,230.00美元,下调,225.00美元,2020-03-13
26,5,24,22.00美元,下调,20.00美元,2020-03-13
27,5,25,33.00美元,定为,33.00美元,2020-03-13
28,3,26,621.00美元,下调,582.00美元,2020-03-13
29,3,27,38.00美元,下调,35.00美元,2020-03-13
30,3,28,53.00美元,下调,44.00美元,2020-03-13
31,6,29,38.00美元,定为,38.00美元,2020-03-13
32,15,9604,36.00美元,下调,19.00美元,2020-03-13
33,7,31,35.00美元,下调,23.00美元,2020-03-13
34,7,30,31.00美元,下调,24.00美元,2020-03-13
35,7,23,315.00美元,下调,265.00美元,2020-03-13
36,7,32,5.00美元,定为,5.00美元,2020-03-13
37,7,33,233.00美元,下调,185.00美元,2020-03-13
38,7,5,17.00美元,下调,13.00美元,2020-03-13
39,2,34,53.00美元,下调,40.00美元,2020-03-13
40,7,35,52.00美元,下调,26.00美元,2020-03-13
41,7,36,30.00美元,上调,32.00美元,2020-03-13
42,7,37,185.00美元,下调,157.00美元,2020-03-13
43,7,20,400.00美元,下调,300.00美元,2020-03-13
44,8,38,160.00美元,下调,130.00美元,2020-03-13
45,8,39,96.00美元,下调,60.00美元,2020-03-13
46,9,40,26.00美元,下调,13.00美元,2020-03-13
47,9,23,230.00美元,下调,220.00美元,2020-03-13
48,9,41,41.00美元,下调,27.00美元,2020-03-13
49,9,42,82.00美元,下调,56.00美元,2020-03-13
50,9,43,51.00美元,下调,35.00美元,2020-03-13
51,9,44,75.00美元,下调,55.00美元,2020-03-13
52,9,46,305.00美元,下调,275.00美元,2020-03-13
53,9,47,350.00美元,下调,325.00美元,2020-03-13
54,10,5,19.00美元,下调,11.00美元,2020-03-13
55,10,30,28.00美元,下调,27.00美元,2020-03-13
56,11,48,50.00美元,下调,28.00美元,2020-03-13
57,11,23,300.00美元,下调,270.00美元,2020-03-13
58,11,49,330.00美元,下调,298.00美元,2020-03-13
59,11,50,57.00美元,下调,44.00美元,2020-03-13
60,11,51,17.00美元,下调,9.00美元,2020-03-13
61,2,23,340.00美元,下调,240.00美元,2020-03-13
62,12,50,65.00美元,下调,55.00美元,2020-03-13
63,11,53,25.00美元,下调,18.00美元,2020-03-13
64,12,55,45.00美元,下调,32.50美元,2020-03-13
65,11,56,60.00美元,下调,37.00美元,2020-03-13
66,12,57,30.00美元,下调,18.00美元,2020-03-13
67,11,58,150.00美元,下调,100.00美元,2020-03-13
68,11,59,60.00美元,下调,30.00美元,2020-03-13
69,11,60,62.00美元,下调,37.00美元,2020-03-13
70,11,61,55.00美元,下调,38.00美元,2020-03-13
71,11,20,360.00美元,下调,325.00美元,2020-03-13
72,13,50,62.00美元,下调,57.00美元,2020-03-13
73,11,62,75.00美元,下调,40.00美元,2020-03-13
74,11,47,430.00美元,下调,344.00美元,2020-03-13
75,11,63,107.00美元,下调,41.00美元,2020-03-13
76,13,38,163.00美元,下调,150.00美元,2020-03-13
77,13,64,55.00美元,下调,51.00美元,2020-03-13
78,11,65,25.00美元,下调,12.00美元,2020-03-13
79,13,5,14.00美元,下调,11.00美元,2020-03-13
80,13,47,385.00美元,下调,370.00美元,2020-03-13
81,14,66,295.00美元,下调,249.00美元,2020-03-13
82,14,67,73.00美元,上调,78.00美元,2020-03-13
83,13,30,27.00美元,下调,21.00美元,2020-03-13
84,14,68,11.00美元,下调,8.00美元,2020-03-13
85,15,16,40.00美元,下调,28.00美元,2020-03-13
86,16,69,85.00美元,下调,75.00美元,2020-03-13
87,16,70,160.00美元,下调,135.00美元,2020-03-13
88,0,71,120.00美元,下调,80.00美元,2020-03-13
89,16,23,242.00美元,下调,205.00美元,2020-03-13
90,16,72,123.00美元,下调,93.00美元,2020-03-13
91,16,73,45.00美元,下调,39.00美元,2020-03-13
92,16,33,185.00美元,下调,145.00美元,2020-03-13
93,16,74,110.00美元,下调,85.00美元,2020-03-13
94,109,600,45.00美元,上调,52.50美元,2020-03-13
95,16,75,46.00美元,下调,20.00美元,2020-03-13
96,16,457,14.00美元,下调,8.00美元,2020-03-13
97,16,76,50.00美元,下调,36.00美元,2020-03-13
98,16,77,190.00美元,下调,165.00美元,2020-03-13
99,16,60,64.00美元,下调,57.00美元,2020-03-13
100,16,78,40.00美元,下调,18.00美元,2020-03-13
101,16,79,180.00美元,下调,160.00美元,2020-03-13
102,16,80,40.00美元,下调,11.00美元,2020-03-13
103,16,37,150.00美元,下调,130.00美元,2020-03-13
104,16,26,600.00美元,下调,510.00美元,2020-03-13
105,16,81,33.00美元,下调,26.00美元,2020-03-13
106,16,20,378.00美元,下调,340.00美元,2020-03-13
107,16,83,23.00美元,下调,9.00美元,2020-03-13
108,16,84,40.00美元,下调,24.50美元,2020-03-13
109,16,85,87.50美元,下调,68.00美元,2020-03-13
110,16,86,48.00美元,下调,42.00美元,2020-03-13
111,16,47,329.00美元,下调,293.00美元,2020-03-13
112,18,47,315.00美元,上调,325.00美元,2020-03-13
113,12,87,67.00美元,下调,43.00美元,2020-03-13
114,12,88,50.00美元,下调,26.00美元,2020-03-13
115,19,31,38.00美元,下调,33.00美元,2020-03-13
116,12,23,250.00美元,下调,230.00美元,2020-03-13
117,19,89,25.00美元,下调,19.00美元,2020-03-13
118,12,90,130.00美元,下调,78.00美元,2020-03-13
119,19,91,5.00美元,下调,2.50美元,2020-03-13
120,12,33,230.00美元,下调,180.00美元,2020-03-13
121,19,92,13.50美元,下调,9.50美元,2020-03-13
122,12,93,114.00美元,下调,71.00美元,2020-03-13
123,19,94,17.00美元,下调,10.00美元,2020-03-13
124,12,95,116.00美元,下调,85.00美元,2020-03-13
125,19,96,60.00美元,下调,50.00美元,2020-03-13
126,12,47,345.00美元,下调,315.00美元,2020-03-13
127,19,97,8.50美元,下调,6.25美元,2020-03-13
128,12,98,5.00美元,下调,0.50美元,2020-03-13
129,12,99,8.00美元,下调,2.00美元,2020-03-13
130,19,100,30.00美元,下调,10.00美元,2020-03-13
131,12,101,2.25美元,下调,1.00美元,2020-03-13
132,19,102,22.00美元,下调,11.00美元,2020-03-13
133,19,5,18.00美元,下调,16.00美元,2020-03-13
134,12,103,1.50美元,下调,0.20美元,2020-03-13
135,12,104,8.00美元,下调,0.50美元,2020-03-13
136,12,105,2.50美元,下调,0.50美元,2020-03-13
137,19,106,7.00美元,下调,6.00美元,2020-03-13
138,19,107,9.00美元,下调,6.00美元,2020-03-13
139,12,108,5.00美元,下调,1.00美元,2020-03-13
140,19,109,83.00美元,下调,57.00美元,2020-03-13
141,19,110,11.00美元,下调,7.00美元,2020-03-13
142,20,50,61.00美元,下调,56.00美元,2020-03-13
143,20,111,50.00美元,下调,43.00美元,2020-03-13
144,20,112,185.00美元,下调,165.00美元,2020-03-13
145,20,113,95.00美元,下调,87.00美元,2020-03-13
146,20,114,40.00美元,下调,17.00美元,2020-03-13
147,20,115,33.00美元,下调,29.00美元,2020-03-13
148,15,116,6.00美元,下调,4.50美元,2020-03-13
149,21,117,2.00美元,上调,5.00美元,2020-03-13
150,17,119,19.00美元,下调,12.00美元,2020-03-13
151,22,38,180.00美元,下调,140.00美元,2020-03-13
152,22,20,370.00美元,下调,350.00美元,2020-03-13
153,7,120,109.00美元,下调,76.00美元,2020-03-13
154,17,122,11.00美元,下调,8.00美元,2020-03-13
155,17,72,115.00美元,下调,100.00美元,2020-03-13
156,0,123,15.00美元,定为,15.00美元,2020-03-13
157,7,124,38.00美元,上调,40.00美元,2020-03-13
158,25,126,2.50美元,下调,1.50美元,2020-03-13
159,25,127,7.00美元,下调,3.00美元,2020-03-13
160,26,128,96.00美元,定为,96.00美元,2020-03-13
161,27,131,27.00美元,上调,28.00美元,2020-03-13
162,26,132,9.00美元,上调,13.00美元,2020-03-13
163,26,133,12.00美元,定为,12.00美元,2020-03-13
164,28,47,325.00美元,定为,325.00美元,2020-03-13
165,26,20,360.00美元,下调,240.00美元,2020-03-13
166,28,134,66.00美元,定为,66.00美元,2020-03-13
167,26,135,93.00美元,定为,93.00美元,2020-03-13
168,20,136,63.00美元,定为,63.00美元,2020-03-13
169,20,137,371.00美元,定为,371.00美元,2020-03-13
170,29,138,8.00美元,定为,8.00美元,2020-03-13
171,12,139,315.00美元,定为,315.00美元,2020-03-13
172,27,772,52.00美元,下调,43.00美元,2020-03-13
173,27,140,48.00美元,下调,38.00美元,2020-03-13
174,30,9605,9.00美元,定为,9.00美元,2020-03-13
175,31,9606,12.00美元,定为,12.00美元,2020-03-13
176,27,144,115.00美元,定为,115.00美元,2020-03-13
177,27,9607,12.00美元,定为,12.00美元,2020-03-13
178,27,147,24.00美元,定为,24.00美元,2020-03-13
179,27,148,47.00美元,定为,47.00美元,2020-03-13
180,45,5457,100港元,下调,92港元,2020-03-13
181,54,4241,68.00美元,下调,63.10美元,2020-03-13
182,45,6152,2.43港元,下调,2.13港元,2020-03-13
183,108,4241,70美元,下调,53美元,2020-03-13
184,32,149,,上调,人民币132元,2020-03-13
185,32,7036,40.90港元,下调,40.10港元,2020-03-13
186,16,5653,29.30港元,下调,27.80港元,2020-03-13
187,47,6066,1.67港元,下调,1.36港元,2020-03-13
188,32,9608,5.00港元,下调,4.60港元,2020-03-13
189,32,250,8.90港元,下调,7.80港元,2020-03-13
190,2,151,45.00美元,下调,30.00美元,2020-03-13
191,33,4241,62.00美元,下调,59.00美元,2020-03-13
192,1,153,340.00美元,下调,225.00美元,2020-03-12
193,13,154,18.00美元,下调,14.00美元,2020-03-12
194,13,1338,5.50美元,下调,4.25美元,2020-03-12
195,5,155,50.00美元,定为,50.00美元,2020-03-12
196,5,100,49.00美元,下调,36.00美元,2020-03-12
197,5,156,28.00美元,下调,19.00美元,2020-03-12
198,0,157,41.00美元,下调,38.00美元,2020-03-12
199,0,158,215.00美元,下调,205.00美元,2020-03-12
200,0,159,110.00美元,下调,101.00美元,2020-03-12
201,0,160,182.00美元,下调,181.00美元,2020-03-12
202,0,162,178.00美元,下调,177.00美元,2020-03-12
203,0,163,90.00美元,下调,71.00美元,2020-03-12
204,0,164,65.00美元,下调,50.00美元,2020-03-12
205,0,165,10.00美元,下调,7.00美元,2020-03-12
206,0,166,145.00美元,下调,143.00美元,2020-03-12
207,17,167,4.25美元,下调,4.00美元,2020-03-12
208,33,168,108.00美元,定为,108.00美元,2020-03-12
209,30,226,124.00美元,下调,88.00美元,2020-03-12
210,33,169,24.00美元,下调,15.00美元,2020-03-12
211,8,172,112.00美元,定为,112.00美元,2020-03-12
212,8,173,16.00美元,定为,16.00美元,2020-03-12
213,3,174,70.00美元,下调,64.00美元,2020-03-12
214,3,175,87.00美元,下调,74.00美元,2020-03-12
215,3,176,64.00美元,下调,59.00美元,2020-03-12
216,8,177,430.00美元,上调,540.00美元,2020-03-12
217,3,129,171.00美元,下调,154.00美元,2020-03-12
218,3,49,337.00美元,下调,319.00美元,2020-03-12
219,3,180,73.00美元,下调,69.00美元,2020-03-12
220,28,181,190.00美元,下调,175.00美元,2020-03-12
221,13,182,31.00美元,定为,31.00美元,2020-03-12
222,28,183,31.00美元,下调,29.00美元,2020-03-12
223,3,184,96.00美元,下调,88.00美元,2020-03-12
224,28,185,9.00美元,下调,5.00美元,2020-03-12
225,3,186,255.00美元,下调,242.00美元,2020-03-12
226,3,187,240.00美元,下调,234.00美元,2020-03-12
227,28,188,198.00美元,下调,183.00美元,2020-03-12
228,13,42,79.00美元,下调,50.00美元,2020-03-12
229,20,189,96.00美元,下调,65.00美元,2020-03-12
230,20,190,20.00美元,下调,12.00美元,2020-03-12
231,3,191,128.00美元,下调,117.00美元,2020-03-12
232,3,193,108.00美元,下调,99.00美元,2020-03-12
233,3,194,130.00美元,下调,116.00美元,2020-03-12
234,3,196,97.00美元,下调,89.00美元,2020-03-12
235,3,197,71.00美元,下调,66.00美元,2020-03-12
236,3,198,124.00美元,下调,110.00美元,2020-03-12
237,3,135,102.00美元,上调,103.00美元,2020-03-12
238,15,199,18.00美元,上调,24.00美元,2020-03-12
239,3,200,94.00美元,下调,87.00美元,2020-03-12
240,20,202,20.00美元,上调,22.00美元,2020-03-12
241,20,203,36.00美元,上调,38.00美元,2020-03-12
242,17,34,45.00美元,定为,45.00美元,2020-03-12
243,17,207,14.00美元,下调,8.00美元,2020-03-12
244,19,34,55.00美元,下调,50.00美元,2020-03-12
245,19,212,25.00美元,下调,20.00美元,2020-03-12
246,14,5,20.00美元,下调,12.00美元,2020-03-12
247,19,215,27.00美元,下调,24.00美元,2020-03-12
248,19,217,17.00美元,下调,13.00美元,2020-03-12
249,20,218,39.00美元,下调,11.00美元,2020-03-12
250,14,219,11.00美元,下调,6.00美元,2020-03-12
251,6,220,14.00美元,下调,10.00美元,2020-03-12
252,34,9609,28.00美元,定为,28.00美元,2020-03-12
253,33,222,45.00美元,下调,35.00美元,2020-03-12
254,30,223,85.00美元,下调,74.00美元,2020-03-12
255,30,224,19.00美元,下调,13.00美元,2020-03-12
256,30,225,14.00美元,下调,9.00美元,2020-03-12
257,20,226,124.00美元,下调,88.00美元,2020-03-12
258,35,1354,35.00美元,定为,35.00美元,2020-03-12
259,1,9610,20.00美元,定为,20.00美元,2020-03-12
260,18,228,100.00美元,下调,95.00美元,2020-03-12
261,3,229,15.00美元,上调,16.00美元,2020-03-12
262,36,230,25.00美元,下调,21.00美元,2020-03-12
263,33,231,44.00美元,下调,36.00美元,2020-03-12
264,14,95,120.00美元,下调,76.00美元,2020-03-12
265,65,1123,343.00美元,下调,332.00美元,2020-03-12
266,6,233,20.00美元,下调,16.00美元,2020-03-12
267,3,234,500.00美元,下调,480.00美元,2020-03-12
268,7,235,100.00美元,上调,105.00美元,2020-03-12
269,39,128,92.00美元,上调,97.00美元,2020-03-12
270,39,238,31.00美元,定为,31.00美元,2020-03-12
271,28,239,88.00美元,定为,88.00美元,2020-03-12
272,16,240,14.00美元,定为,14.00美元,2020-03-12
273,39,193,104.00美元,定为,104.00美元,2020-03-12
274,39,184,98.00美元,上调,103.00美元,2020-03-12
275,9,216,26.00美元,下调,11.00美元,2020-03-12
276,40,241,24.25美元,定为,24.25美元,2020-03-12
277,28,242,24.00美元,定为,24.00美元,2020-03-12
278,25,38,144.00美元,下调,118.00美元,2020-03-12
279,27,2060,29.00美元,定为,29.00美元,2020-03-12
280,7,244,130.00美元,定为,130.00美元,2020-03-12
281,28,153,370.00美元,下调,210.00美元,2020-03-12
282,26,64,50.00美元,下调,46.00美元,2020-03-12
283,26,246,26.00美元,下调,18.00美元,2020-03-12
284,7,3250,35.00美元,定为,35.00美元,2020-03-12
285,0,173,20.00美元,下调,19.00美元,2020-03-12
286,45,1871,52美元,下调,46美元,2020-03-12
287,46,2958,13.00港元,上调,13.50港元,2020-03-12
288,46,962,79.00港元,上调,81.00港元,2020-03-12
289,16,9611,7.50港元,上调,10.00港元,2020-03-12
290,16,9612,,下调,290元,2020-03-12
291,46,250,9.50港元,下调,8.90港元,2020-03-12
292,32,9613,,上调,新台币56元,2020-03-12
293,32,9614,4.40港元,下调,4.3港元,2020-03-12
294,16,255,,上调,220元,2020-03-12
295,32,6524,35.50港元,下调,32.60港元,2020-03-12
296,32,3066,135港元,下调,125港元,2020-03-12
297,47,9612,,下调,新台币290元,2020-03-12
298,2,256,255.00美元,定为,255.00美元,2020-03-12
299,2,970,65.00美元,下调,40.00美元,2020-03-12
300,17,9615,4.50美元,下调,3.00美元,2020-03-11
301,28,258,31.00美元,下调,30.00美元,2020-03-11
302,28,1354,35.00美元,下调,28.00美元,2020-03-11
303,28,259,57.00美元,下调,49.00美元,2020-03-11
304,28,251,37.00美元,下调,16.00美元,2020-03-11
305,28,260,12.00美元,下调,11.00美元,2020-03-11
306,28,261,165.00美元,下调,130.00美元,2020-03-11
307,28,262,120.00美元,下调,89.00美元,2020-03-11
308,28,481,64.00美元,下调,50.00美元,2020-03-11
309,28,487,67.00美元,下调,48.00美元,2020-03-11
310,28,264,127.00美元,下调,103.00美元,2020-03-11
311,28,265,75.00美元,下调,74.00美元,2020-03-11
312,28,266,134.00美元,下调,108.00美元,2020-03-11
313,28,267,118.00美元,下调,84.00美元,2020-03-11
314,28,268,247.00美元,上调,249.00美元,2020-03-11
315,28,269,60.00美元,上调,61.00美元,2020-03-11
316,37,59,59.00美元,下调,47.00美元,2020-03-11
317,4,270,47.00美元,下调,42.00美元,2020-03-11
318,37,271,58.00美元,下调,44.00美元,2020-03-11
319,33,37,150.00美元,下调,123.00美元,2020-03-11
320,33,2450,8.00美元,上调,9.00美元,2020-03-11
321,37,272,107.00美元,上调,115.00美元,2020-03-11
322,33,1675,86.00美元,下调,75.00美元,2020-03-11
323,37,273,71.00美元,下调,65.00美元,2020-03-11
324,37,274,13.00美元,下调,11.00美元,2020-03-11
325,37,275,27.00美元,下调,22.00美元,2020-03-11
326,37,183,33.00美元,下调,31.00美元,2020-03-11
327,37,265,82.00美元,下调,79.00美元,2020-03-11
328,37,9616,11.00美元,下调,9.00美元,2020-03-11
329,37,276,60.00美元,维持在,60.00美元,2020-03-11
330,7,277,50.00美元,下调,46.00美元,2020-03-11
331,7,278,100.00美元,下调,90.00美元,2020-03-11
332,7,279,230.00美元,下调,195.00美元,2020-03-11
333,7,280,220.00美元,下调,196.00美元,2020-03-11
334,7,281,348.00美元,下调,314.00美元,2020-03-11
335,7,282,222.00美元,下调,202.00美元,2020-03-11
336,7,283,358.00美元,下调,304.00美元,2020-03-11
337,7,284,143.00美元,下调,126.00美元,2020-03-11
338,7,285,172.00美元,下调,156.00美元,2020-03-11
339,7,286,28.00美元,上调,30.00美元,2020-03-11
340,7,270,51.00美元,下调,40.00美元,2020-03-11
341,7,287,37.00美元,上调,38.00美元,2020-03-11
342,0,288,2340.00美元,下调,2225.00美元,2020-03-11
343,7,289,65.00美元,下调,55.00美元,2020-03-11
344,0,17,80.00美元,上调,90.00美元,2020-03-11
345,29,290,90.00美元,下调,88.00美元,2020-03-11
346,29,291,151.00美元,下调,130.00美元,2020-03-11
347,0,120,105.00美元,下调,93.00美元,2020-03-11
348,0,59,58.00美元,下调,40.00美元,2020-03-11
349,29,292,140.00美元,下调,125.00美元,2020-03-11
350,0,293,58.00美元,下调,45.00美元,2020-03-11
351,29,294,110.00美元,下调,95.00美元,2020-03-11
352,29,295,136.00美元,下调,115.00美元,2020-03-11
353,29,296,124.00美元,下调,100.00美元,2020-03-11
354,0,297,184.00美元,上调,186.00美元,2020-03-11
355,13,271,37.00美元,下调,29.00美元,2020-03-11
356,33,139,350.00美元,下调,320.00美元,2020-03-11
357,13,263,23.00美元,下调,18.00美元,2020-03-11
358,13,298,86.00美元,下调,81.00美元,2020-03-11
359,0,802,122.00美元,定为,122.00美元,2020-03-11
360,41,299,74.00美元,下调,64.00美元,2020-03-11
361,41,177,450.00美元,上调,525.00美元,2020-03-11
362,9,300,70.00美元,下调,62.00美元,2020-03-11
363,9,301,60.00美元,下调,45.00美元,2020-03-11
364,9,302,66.00美元,上调,76.00美元,2020-03-11
365,9,303,100.00美元,下调,70.00美元,2020-03-11
366,9,95,135.00美元,下调,100.00美元,2020-03-11
367,9,304,57.00美元,下调,45.00美元,2020-03-11
368,9,305,12.00美元,下调,7.00美元,2020-03-11
369,3,48,69.00美元,下调,46.00美元,2020-03-11
370,3,306,8.00美元,上调,10.00美元,2020-03-11
371,3,307,150.00美元,下调,120.00美元,2020-03-11
372,3,261,159.00美元,下调,149.00美元,2020-03-11
373,3,262,130.00美元,下调,119.00美元,2020-03-11
374,3,308,46.00美元,下调,42.00美元,2020-03-11
375,3,59,58.00美元,下调,40.00美元,2020-03-11
376,3,309,11.00美元,下调,10.00美元,2020-03-11
377,3,310,44.00美元,下调,40.00美元,2020-03-11
378,12,311,12.00美元,上调,14.00美元,2020-03-11
379,16,48,65.00美元,下调,40.00美元,2020-03-11
380,16,280,236.00美元,下调,225.00美元,2020-03-11
381,12,312,80.00美元,下调,78.00美元,2020-03-11
382,16,54,39.00美元,下调,19.00美元,2020-03-11
383,12,313,220.00美元,下调,190.00美元,2020-03-11
384,12,314,155.00美元,下调,140.00美元,2020-03-11
385,16,281,375.00美元,下调,345.00美元,2020-03-11
386,12,251,45.00美元,下调,21.00美元,2020-03-11
387,12,315,190.00美元,下调,160.00美元,2020-03-11
388,16,316,74.00美元,下调,54.00美元,2020-03-11
389,16,59,52.00美元,下调,32.00美元,2020-03-11
390,12,317,85.00美元,下调,80.00美元,2020-03-11
391,16,164,69.00美元,下调,49.00美元,2020-03-11
392,15,2869,11.00美元,下调,9.00美元,2020-03-11
393,12,319,36.00美元,下调,18.00美元,2020-03-11
394,15,324,0.50美元,上调,1.00美元,2020-03-11
395,12,320,175.00美元,下调,140.00美元,2020-03-11
396,12,321,84.00美元,下调,80.00美元,2020-03-11
397,15,322,21.00美元,下调,19.00美元,2020-03-11
398,12,323,65.00美元,下调,60.00美元,2020-03-11
399,6,955,65.00美元,下调,53.00美元,2020-03-11
400,12,324,3.00美元,下调,1.00美元,2020-03-11
401,12,325,260.00美元,上调,265.00美元,2020-03-11
402,27,326,168.00美元,定为,168.00美元,2020-03-11
403,11,144,132.00美元,下调,131.00美元,2020-03-11
404,6,327,56.00美元,上调,60.00美元,2020-03-11
405,11,328,109.00美元,下调,108.00美元,2020-03-11
406,16,329,113.00美元,下调,88.00美元,2020-03-11
407,11,265,85.00美元,下调,84.00美元,2020-03-11
408,16,330,93.00美元,下调,83.00美元,2020-03-11
409,16,1737,92.00美元,下调,90.00美元,2020-03-11
410,11,270,50.00美元,下调,38.00美元,2020-03-11
411,16,331,62.00美元,下调,43.00美元,2020-03-11
412,16,332,142.00美元,下调,124.00美元,2020-03-11
413,11,263,21.00美元,下调,17.00美元,2020-03-11
414,6,333,95.00美元,下调,80.00美元,2020-03-11
415,42,334,40.00美元,下调,35.00美元,2020-03-11
416,14,301,75.00美元,下调,50.00美元,2020-03-11
417,42,1357,16.00美元,下调,15.00美元,2020-03-11
418,22,1547,88.00美元,定为,88.00美元,2020-03-11
419,19,336,8.00美元,下调,6.00美元,2020-03-11
420,19,11,27.00美元,下调,25.00美元,2020-03-11
421,16,337,29.00美元,下调,16.00美元,2020-03-11
422,19,98,5.00美元,下调,0.50美元,2020-03-11
423,19,101,2.25美元,下调,1.25美元,2020-03-11
424,19,338,11.00美元,下调,9.00美元,2020-03-11
425,19,339,14.00美元,下调,12.50美元,2020-03-11
426,14,340,29.00美元,定为,29.00美元,2020-03-11
427,14,31,28.00美元,下调,23.00美元,2020-03-11
428,14,341,14.00美元,上调,16.00美元,2020-03-11
429,19,342,27.00美元,下调,24.00美元,2020-03-11
430,19,343,96.00美元,下调,77.00美元,2020-03-11
431,19,290,96.00美元,下调,83.00美元,2020-03-11
432,14,344,230.00美元,上调,246.00美元,2020-03-11
433,19,345,38.00美元,下调,34.00美元,2020-03-11
434,14,346,14.00美元,定为,14.00美元,2020-03-11
435,19,347,36.00美元,下调,32.00美元,2020-03-11
436,19,348,54.00美元,上调,55.00美元,2020-03-11
437,19,349,19.00美元,下调,17.00美元,2020-03-11
438,19,350,72.00美元,下调,57.00美元,2020-03-11
439,20,351,40.00美元,下调,38.00美元,2020-03-11
440,20,269,56.00美元,上调,64.00美元,2020-03-11
441,19,352,19.50美元,下调,14.00美元,2020-03-11
442,19,353,2.70美元,下调,0.20美元,2020-03-11
443,19,354,24.00美元,下调,20.00美元,2020-03-11
444,19,355,8.00美元,下调,7.00美元,2020-03-11
445,19,356,15.00美元,下调,14.00美元,2020-03-11
446,19,357,32.00美元,下调,25.00美元,2020-03-11
447,13,359,18.00美元,定为,18.00美元,2020-03-11
448,12,360,84.00美元,定为,84.00美元,2020-03-11
449,9,361,44.00美元,上调,45.00美元,2020-03-11
450,20,364,181.00美元,定为,181.00美元,2020-03-11
451,28,310,54.00美元,下调,47.00美元,2020-03-11
452,65,1417,448.00美元,上调,535.00美元,2020-03-11
453,21,365,2.00美元,下调,1.50美元,2020-03-11
454,21,1945,262.00美元,上调,275.00美元,2020-03-11
455,9,9617,55.00美元,定为,55.00美元,2020-03-11
456,36,297,175.00美元,定为,175.00美元,2020-03-11
457,28,123,15.00美元,定为,15.00美元,2020-03-11
458,28,369,17.00美元,下调,15.00美元,2020-03-11
459,43,290,96.00美元,下调,83.00美元,2020-03-11
460,43,354,24.00美元,下调,20.00美元,2020-03-11
461,43,336,8.00美元,下调,6.00美元,2020-03-11
462,28,372,45.00美元,定为,45.00美元,2020-03-11
463,26,313,260.00美元,下调,225.00美元,2020-03-11
464,32,4594,4.30港元,下调,3.70港元,2020-03-11
465,32,5470,39港元,下调,36港元,2020-03-11
466,45,9618,10.90港元,下调,10.11港元,2020-03-11
467,16,9619,22.60港元,上调,22.66港元,2020-03-11
468,45,373,71港元,上调,77港元,2020-03-11
469,46,334,40.00美元,下调,30.00美元,2020-03-11
470,16,370,4.50港元,下调,2.20港元,2020-03-11
471,16,250,14.40港元,下调,9.30港元,2020-03-11
472,16,794,4.20港元,下调,3.90港元,2020-03-11
473,47,374,28.00港元,下调,15.90港元,2020-03-11
474,47,9620,,下调,新台币93元,2020-03-11
475,17,263,35.00美元,下调,31.00美元,2020-03-11
476,2,313,250.00美元,下调,190.00美元,2020-03-11
477,2,39,55.00美元,维持在,55.00美元,2020-03-11
478,15,376,59.00美元,上调,68.00美元,2020-03-11
479,2,270,50.00美元,下调,45.00美元,2020-03-11
480,49,377,2.50美元,下调,1.30美元,2020-03-11
481,36,38,141.00美元,下调,119.00美元,2020-03-10
482,12,968,188.00美元,下调,180.00美元,2020-03-10
483,12,378,29.00美元,下调,14.00美元,2020-03-10
484,29,378,22.00美元,下调,15.00美元,2020-03-10
485,29,380,84.00美元,下调,74.00美元,2020-03-10
486,51,381,80.00美元,定为,80.00美元,2020-03-10
487,49,383,8.00美元,下调,7.00美元,2020-03-10
488,41,384,13.00美元,上调,16.00美元,2020-03-10
489,41,385,21.00美元,下调,18.00美元,2020-03-10
490,37,313,270.00美元,下调,247.00美元,2020-03-10
491,37,378,38.00美元,下调,27.00美元,2020-03-10
492,37,387,66.00美元,下调,45.00美元,2020-03-10
493,37,388,51.00美元,下调,37.00美元,2020-03-10
494,37,288,2250.00美元,下调,2100.00美元,2020-03-10
495,15,389,16.00美元,定为,16.00美元,2020-03-10
496,15,391,4.00美元,上调,6.00美元,2020-03-10
497,3,392,120.00美元,下调,116.00美元,2020-03-10
498,3,393,180.00美元,下调,176.00美元,2020-03-10
