Unnamed: 0,Finance company,Public company,Before,Operation,After,Date
0,0,0,买进,下调,持有,2020-03-14
1,0,1,买进,下调,持有,2020-03-14
2,0,2,买进,下调,持有,2020-03-14
3,0,3,买进,下调,持有,2020-03-14
4,1,4,持有,维持在,持有,2020-03-14
5,2,5,卖出,维持在,卖出,2020-03-14
6,2,6,持有,上调,买进,2020-03-14
7,2,7,卖出,上调,持有,2020-03-13
8,3,8,增持,维持在,增持,2020-03-13
9,3,9,减持,维持在,减持,2020-03-13
10,3,10,中性,维持在,中性,2020-03-13
11,3,11,中性,维持在,中性,2020-03-13
12,3,12,增持,维持在,增持,2020-03-13
13,3,13,中性,维持在,中性,2020-03-13
14,3,14,中性,维持在,中性,2020-03-13
15,3,15,中性,维持在,中性,2020-03-13
16,3,16,增持,下调,中性,2020-03-13
17,3,17,中性,维持在,中性,2020-03-13
18,3,18,增持,维持在,增持,2020-03-13
19,3,19,中性,维持在,中性,2020-03-13
20,3,20,增持,维持在,增持,2020-03-13
21,3,21,中性,维持在,中性,2020-03-13
22,4,22,中性,维持在,中性,2020-03-13
23,4,23,中性,维持在,中性,2020-03-13
24,5,24,买进,维持在,买进,2020-03-13
25,5,25,中性,上调,买进,2020-03-13
26,3,26,增持,维持在,增持,2020-03-13
27,3,27,中性,维持在,中性,2020-03-13
28,3,28,中性,维持在,中性,2020-03-13
29,6,29,中性,上调,增持,2020-03-13
30,7,30,强于大盘,维持在,强于大盘,2020-03-13
31,7,31,中性,维持在,中性,2020-03-13
32,7,23,强于大盘,维持在,强于大盘,2020-03-13
33,7,32,中性,上调,强于大盘,2020-03-13
34,7,33,强于大盘,维持在,强于大盘,2020-03-13
35,7,5,中性,维持在,中性,2020-03-13
36,2,34,买进,维持在,买进,2020-03-13
37,7,35,中性,维持在,中性,2020-03-13
38,7,36,强于大盘,维持在,强于大盘,2020-03-13
39,7,37,强于大盘,维持在,强于大盘,2020-03-13
40,7,20,强于大盘,维持在,强于大盘,2020-03-13
41,8,38,买进,维持在,买进,2020-03-13
42,8,39,买进,维持在,买进,2020-03-13
43,9,40,买进,维持在,买进,2020-03-13
44,9,23,持有,维持在,持有,2020-03-13
45,9,41,持有,维持在,持有,2020-03-13
46,9,42,买进,维持在,买进,2020-03-13
47,9,43,持有,维持在,持有,2020-03-13
48,9,44,持有,维持在,持有,2020-03-13
49,9,45,买进,维持在,买进,2020-03-13
50,9,46,买进,维持在,买进,2020-03-13
51,9,47,买进,维持在,买进,2020-03-13
52,10,30,买进,维持在,买进,2020-03-13
53,10,5,中性,维持在,中性,2020-03-13
54,11,48,卖出,维持在,卖出,2020-03-13
55,11,23,买进,维持在,买进,2020-03-13
56,11,49,买进,维持在,买进,2020-03-13
57,11,50,中性,维持在,中性,2020-03-13
58,11,51,中性,维持在,中性,2020-03-13
59,2,23,买进,维持在,买进,2020-03-13
60,11,52,中性,维持在,中性,2020-03-13
61,12,50,增持,维持在,增持,2020-03-13
62,11,53,买进,维持在,买进,2020-03-13
63,11,54,卖出,维持在,卖出,2020-03-13
64,12,30,增持,维持在,增持,2020-03-13
65,12,55,增持,维持在,增持,2020-03-13
66,11,56,中性,维持在,中性,2020-03-13
67,12,57,增持,维持在,增持,2020-03-13
68,11,58,买进,维持在,买进,2020-03-13
69,11,59,买进,维持在,买进,2020-03-13
70,11,60,中性,维持在,中性,2020-03-13
71,11,61,买进,维持在,买进,2020-03-13
72,11,20,买进,维持在,买进,2020-03-13
73,13,50,强于大盘,维持在,强于大盘,2020-03-13
74,11,62,中性,维持在,中性,2020-03-13
75,11,47,买进,维持在,买进,2020-03-13
76,11,63,买进,下调,中性,2020-03-13
77,13,38,强于大盘,维持在,强于大盘,2020-03-13
78,13,64,强于大盘,维持在,强于大盘,2020-03-13
79,11,65,买进,下调,中性,2020-03-13
80,13,5,弱于大盘,维持在,弱于大盘,2020-03-13
81,13,47,强于大盘,维持在,强于大盘,2020-03-13
82,14,66,强于大盘,维持在,强于大盘,2020-03-13
83,14,67,强于大盘,维持在,强于大盘,2020-03-13
84,13,30,中性,维持在,中性,2020-03-13
85,14,68,强于大盘,维持在,强于大盘,2020-03-13
86,15,16,买进,维持在,买进,2020-03-13
87,16,69,买进,维持在,买进,2020-03-13
88,16,70,买进,维持在,买进,2020-03-13
89,0,71,买进,下调,持有,2020-03-13
90,16,23,中性,维持在,中性,2020-03-13
91,16,72,买进,维持在,买进,2020-03-13
92,16,73,买进,维持在,买进,2020-03-13
93,16,33,中性,维持在,中性,2020-03-13
94,16,74,中性,维持在,中性,2020-03-13
95,16,75,中性,维持在,中性,2020-03-13
96,16,76,中性,维持在,中性,2020-03-13
97,16,77,买进,维持在,买进,2020-03-13
98,16,60,买进,维持在,买进,2020-03-13
99,16,78,中性,维持在,中性,2020-03-13
100,16,79,买进,维持在,买进,2020-03-13
101,16,80,中性,维持在,中性,2020-03-13
102,16,37,买进,维持在,买进,2020-03-13
103,16,26,买进,维持在,买进,2020-03-13
104,16,81,买进,维持在,买进,2020-03-13
105,16,20,买进,维持在,买进,2020-03-13
106,17,82,买进,下调,持有,2020-03-13
107,16,83,中性,维持在,中性,2020-03-13
108,16,84,买进,维持在,买进,2020-03-13
109,16,85,中性,维持在,中性,2020-03-13
110,16,86,买进,维持在,买进,2020-03-13
111,16,47,中性,维持在,中性,2020-03-13
112,18,47,与大盘一致,维持在,与大盘一致,2020-03-13
113,12,87,增持,维持在,增持,2020-03-13
114,12,88,中性,维持在,中性,2020-03-13
115,12,23,中性,维持在,中性,2020-03-13
116,19,89,买进,维持在,买进,2020-03-13
117,12,90,增持,维持在,增持,2020-03-13
118,19,91,中性,维持在,中性,2020-03-13
119,12,33,增持,维持在,增持,2020-03-13
120,19,92,买进,维持在,买进,2020-03-13
121,12,93,增持,维持在,增持,2020-03-13
122,19,94,买进,维持在,买进,2020-03-13
123,12,95,中性,维持在,中性,2020-03-13
124,19,96,买进,维持在,买进,2020-03-13
125,12,47,中性,维持在,中性,2020-03-13
126,19,97,买进,维持在,买进,2020-03-13
127,12,98,中性,下调,减持,2020-03-13
128,12,99,增持,下调,中性,2020-03-13
129,19,100,中性,维持在,中性,2020-03-13
130,12,101,增持,下调,中性,2020-03-13
131,19,102,买进,维持在,买进,2020-03-13
132,19,5,中性,维持在,中性,2020-03-13
133,12,103,中性,下调,减持,2020-03-13
134,12,104,中性,下调,减持,2020-03-13
135,12,105,中性,下调,减持,2020-03-13
136,19,106,中性,维持在,中性,2020-03-13
137,19,107,买进,维持在,买进,2020-03-13
138,12,108,中性,下调,减持,2020-03-13
139,19,109,买进,维持在,买进,2020-03-13
140,19,110,买进,维持在,买进,2020-03-13
141,20,50,强于大盘,维持在,强于大盘,2020-03-13
142,20,111,强于大盘,维持在,强于大盘,2020-03-13
143,20,112,强烈建议买进,维持在,强烈建议买进,2020-03-13
144,20,113,强烈建议买进,维持在,强烈建议买进,2020-03-13
145,20,114,强于大盘,维持在,强于大盘,2020-03-13
146,20,115,强于大盘,维持在,强于大盘,2020-03-13
147,15,116,买进,维持在,买进,2020-03-13
148,21,117,中性,上调,增持,2020-03-13
149,15,118,买进,下调,中性,2020-03-13
150,17,119,买进,维持在,买进,2020-03-13
151,22,20,买进,维持在,买进,2020-03-13
152,7,120,强于大盘,下调,中性,2020-03-13
153,23,91,买进,下调,中性,2020-03-13
154,17,121,买进,维持在,买进,2020-03-13
155,17,122,买进,维持在,买进,2020-03-13
156,17,72,买进,维持在,买进,2020-03-13
157,0,123,持有,下调,卖出,2020-03-13
158,7,124,中性,上调,强于大盘,2020-03-13
159,24,125,与大盘一致,上调,强于大盘,2020-03-13
160,25,126,强于大盘,维持在,强于大盘,2020-03-13
161,25,127,强于大盘,维持在,强于大盘,2020-03-13
162,26,128,与类股一致,上调,增持,2020-03-13
163,26,129,增持,下调,与类股一致,2020-03-13
164,26,100,增持,维持在,增持,2020-03-13
165,26,130,增持,下调,与类股一致,2020-03-13
166,27,131,卖出,上调,中性,2020-03-13
167,26,132,增持,维持在,增持,2020-03-13
168,26,133,与类股一致,下调,减持,2020-03-13
169,28,47,中性,上调,增持,2020-03-13
170,26,20,增持,维持在,增持,2020-03-13
171,28,134,中性,上调,增持,2020-03-13
172,26,135,与类股一致,上调,增持,2020-03-13
173,20,136,与大盘一致,上调,强于大盘,2020-03-13
174,20,137,与大盘一致,上调,强于大盘,2020-03-13
175,29,138,增持,下调,中性,2020-03-13
176,12,139,中性,上调,增持,2020-03-13
177,27,140,卖出,上调,中性,2020-03-13
178,27,141,买进,下调,中性,2020-03-13
179,30,142,与大盘一致,定为,与大盘一致,2020-03-13
180,31,143,买进,定为,买进,2020-03-13
181,27,144,买进,下调,中性,2020-03-13
182,27,145,买进,定为,买进,2020-03-13
183,21,146,增持,定为,增持,2020-03-13
184,27,147,中性,上调,买进,2020-03-13
185,27,148,中性,下调,卖出,2020-03-13
186,32,149,卖出,上调,持有,2020-03-13
187,32,150,持有,下调,弱于大盘,2020-03-13
188,2,151,买进,下调,持有,2020-03-13
189,2,152,买进,上调,强烈建议买进,2020-03-12
190,1,153,持有,维持在,持有,2020-03-12
191,13,154,强于大盘,维持在,强于大盘,2020-03-12
192,5,155,中性,上调,买进,2020-03-12
193,5,100,买进,维持在,买进,2020-03-12
194,5,156,中性,维持在,中性,2020-03-12
195,0,157,买进,维持在,买进,2020-03-12
196,0,158,买进,维持在,买进,2020-03-12
197,0,159,买进,维持在,买进,2020-03-12
198,0,160,持有,维持在,持有,2020-03-12
199,0,161,持有,维持在,持有,2020-03-12
200,0,162,持有,维持在,持有,2020-03-12
201,0,163,买进,维持在,买进,2020-03-12
202,0,164,买进,维持在,买进,2020-03-12
203,0,165,持有,维持在,持有,2020-03-12
204,0,166,持有,维持在,持有,2020-03-12
205,17,167,买进,维持在,买进,2020-03-12
206,33,168,买进,下调,中性,2020-03-12
207,33,169,买进,下调,弱于大盘,2020-03-12
208,33,170,买进,下调,中性,2020-03-12
209,13,171,强于大盘,下调,中性,2020-03-12
210,8,172,持有,上调,买进,2020-03-12
211,8,173,持有,上调,买进,2020-03-12
212,3,174,中性,维持在,中性,2020-03-12
213,3,175,减持,维持在,减持,2020-03-12
214,3,176,减持,维持在,减持,2020-03-12
215,8,177,买进,维持在,买进,2020-03-12
216,3,129,中性,维持在,中性,2020-03-12
217,8,178,买进,下调,持有,2020-03-12
218,13,179,弱于大盘,上调,中性,2020-03-12
219,3,49,增持,维持在,增持,2020-03-12
220,3,180,增持,维持在,增持,2020-03-12
221,28,181,增持,维持在,增持,2020-03-12
222,13,182,弱于大盘,上调,中性,2020-03-12
223,28,183,中性,维持在,中性,2020-03-12
224,3,184,减持,维持在,减持,2020-03-12
225,28,185,增持,维持在,增持,2020-03-12
226,3,186,增持,维持在,增持,2020-03-12
227,3,187,中性,维持在,中性,2020-03-12
228,28,188,增持,维持在,增持,2020-03-12
229,13,42,中性,上调,强于大盘,2020-03-12
230,20,189,强于大盘,维持在,强于大盘,2020-03-12
231,20,190,强于大盘,维持在,强于大盘,2020-03-12
232,3,191,中性,维持在,中性,2020-03-12
233,3,192,中性,维持在,中性,2020-03-12
234,3,193,中性,维持在,中性,2020-03-12
235,3,194,中性,维持在,中性,2020-03-12
236,3,195,中性,维持在,中性,2020-03-12
237,3,196,减持,维持在,减持,2020-03-12
238,3,197,中性,维持在,中性,2020-03-12
239,3,198,增持,维持在,增持,2020-03-12
240,3,135,增持,维持在,增持,2020-03-12
241,15,199,买进,维持在,买进,2020-03-12
242,3,200,增持,维持在,增持,2020-03-12
243,3,201,中性,维持在,中性,2020-03-12
244,20,202,强于大盘,维持在,强于大盘,2020-03-12
245,20,203,强于大盘,维持在,强于大盘,2020-03-12
246,20,171,强于大盘,下调,与大盘一致,2020-03-12
247,20,41,强烈建议买进,下调,强于大盘,2020-03-12
248,17,34,持有,上调,买进,2020-03-12
249,20,204,强于大盘,下调,与大盘一致,2020-03-12
250,15,205,买进,维持在,买进,2020-03-12
251,20,206,强烈建议买进,下调,强于大盘,2020-03-12
252,17,207,买进,维持在,买进,2020-03-12
253,20,208,强烈建议买进,下调,强于大盘,2020-03-12
254,20,209,强于大盘,下调,与大盘一致,2020-03-12
255,20,210,强于大盘,下调,与大盘一致,2020-03-12
256,20,211,强于大盘,下调,与大盘一致,2020-03-12
257,19,212,买进,维持在,买进,2020-03-12
258,14,5,中性,维持在,中性,2020-03-12
259,20,213,强于大盘,下调,与大盘一致,2020-03-12
260,20,214,强于大盘,下调,与大盘一致,2020-03-12
261,19,215,买进,维持在,买进,2020-03-12
262,20,216,强于大盘,下调,与大盘一致,2020-03-12
263,19,217,买进,维持在,买进,2020-03-12
264,20,218,强烈建议买进,下调,强于大盘,2020-03-12
265,14,219,强于大盘,维持在,强于大盘,2020-03-12
266,6,220,增持,维持在,增持,2020-03-12
267,34,221,买进,定为,买进,2020-03-12
268,33,222,中性,下调,弱于大盘,2020-03-12
269,30,223,强于大盘,下调,与大盘一致,2020-03-12
270,30,224,强于大盘,下调,与大盘一致,2020-03-12
271,30,225,与大盘一致,下调,弱于大盘,2020-03-12
272,20,226,强于大盘,下调,与大盘一致,2020-03-12
273,35,227,买进,定为,买进,2020-03-12
274,18,228,与大盘一致,上调,强于大盘,2020-03-12
275,3,229,中性,上调,增持,2020-03-12
276,36,230,与大盘一致,上调,强于大盘,2020-03-12
277,33,231,中性,上调,买进,2020-03-12
278,14,95,中性,维持在,中性,2020-03-12
279,20,232,与大盘一致,上调,强于大盘,2020-03-12
280,6,233,中性,维持在,中性,2020-03-12
281,37,111,持有,上调,买进,2020-03-12
282,29,93,中性,上调,增持,2020-03-12
283,3,234,减持,维持在,减持,2020-03-12
284,7,235,中性,上调,强于大盘,2020-03-12
285,16,236,中性,上调,买进,2020-03-12
286,38,237,减持,上调,中性,2020-03-12
287,39,128,中性,下调,减持,2020-03-12
288,39,238,增持,下调,中性,2020-03-12
289,28,239,减持,上调,中性,2020-03-12
290,16,240,中性,上调,买进,2020-03-12
291,39,180,中性,上调,增持,2020-03-12
292,39,193,增持,下调,中性,2020-03-12
293,39,184,增持,下调,中性,2020-03-12
294,9,216,买进,下调,持有,2020-03-12
295,40,241,卖出,上调,中性,2020-03-12
296,28,242,中性,上调,增持,2020-03-12
297,25,38,与大盘一致,维持在,与大盘一致,2020-03-12
298,27,243,中性,定为,中性,2020-03-12
299,7,244,强于大盘,下调,中性,2020-03-12
300,16,245,买进,下调,中性,2020-03-12
301,28,153,增持,下调,中性,2020-03-12
302,26,64,增持,维持在,增持,2020-03-12
303,26,246,增持,维持在,增持,2020-03-12
304,13,247,中性,上调,强于大盘,2020-03-12
305,13,248,中性,下调,弱于大盘,2020-03-12
306,13,249,强于大盘,下调,中性,2020-03-12
307,13,250,强于大盘,下调,弱于大盘,2020-03-12
308,13,251,中性,下调,弱于大盘,2020-03-12
309,0,173,持有,上调,买进,2020-03-12
310,13,252,强于大盘,下调,中性,2020-03-12
311,13,253,中性,上调,强于大盘,2020-03-12
312,32,254,持有,上调,买进,2020-03-12
313,16,255,买进,下调,卖出,2020-03-12
314,2,256,持有,上调,强烈建议买进,2020-03-12
315,18,257,与大盘一致,上调,强于大盘,2020-03-11
316,28,258,增持,维持在,增持,2020-03-11
317,28,259,中性,维持在,中性,2020-03-11
318,28,251,减持,维持在,减持,2020-03-11
319,28,260,增持,维持在,增持,2020-03-11
320,28,261,增持,维持在,增持,2020-03-11
321,28,262,增持,维持在,增持,2020-03-11
322,18,263,强于大盘,维持在,强于大盘,2020-03-11
323,28,264,增持,维持在,增持,2020-03-11
324,28,265,中性,维持在,中性,2020-03-11
325,28,266,中性,维持在,中性,2020-03-11
326,28,267,减持,维持在,减持,2020-03-11
327,28,268,增持,维持在,增持,2020-03-11
328,28,269,增持,维持在,增持,2020-03-11
329,37,59,买进,维持在,买进,2020-03-11
330,4,270,中性,维持在,中性,2020-03-11
331,37,271,买进,维持在,买进,2020-03-11
332,37,272,持有,维持在,持有,2020-03-11
333,37,273,买进,维持在,买进,2020-03-11
334,37,274,持有,维持在,持有,2020-03-11
335,37,275,持有,维持在,持有,2020-03-11
336,37,183,买进,维持在,买进,2020-03-11
337,37,265,买进,维持在,买进,2020-03-11
338,37,276,持有,上调,买进,2020-03-11
339,7,277,强于大盘,维持在,强于大盘,2020-03-11
340,7,278,强于大盘,维持在,强于大盘,2020-03-11
341,7,279,强于大盘,维持在,强于大盘,2020-03-11
342,7,280,强于大盘,维持在,强于大盘,2020-03-11
343,7,281,强于大盘,维持在,强于大盘,2020-03-11
344,7,282,强于大盘,维持在,强于大盘,2020-03-11
345,7,283,中性,维持在,中性,2020-03-11
346,7,284,强于大盘,维持在,强于大盘,2020-03-11
347,7,285,强于大盘,维持在,强于大盘,2020-03-11
348,7,286,中性,维持在,中性,2020-03-11
349,7,270,中性,维持在,中性,2020-03-11
350,7,287,强于大盘,维持在,强于大盘,2020-03-11
351,0,288,买进,维持在,买进,2020-03-11
352,7,289,强于大盘,维持在,强于大盘,2020-03-11
353,0,17,买进,维持在,买进,2020-03-11
354,29,290,增持,维持在,增持,2020-03-11
355,29,291,增持,维持在,增持,2020-03-11
356,0,120,买进,维持在,买进,2020-03-11
357,0,59,买进,维持在,买进,2020-03-11
358,29,292,中性,维持在,中性,2020-03-11
359,0,293,买进,维持在,买进,2020-03-11
360,29,294,减持,维持在,减持,2020-03-11
361,29,295,增持,维持在,增持,2020-03-11
362,29,296,增持,维持在,增持,2020-03-11
363,0,297,买进,维持在,买进,2020-03-11
364,13,271,弱于大盘,维持在,弱于大盘,2020-03-11
365,8,60,买进,下调,持有,2020-03-11
366,8,63,买进,下调,持有,2020-03-11
367,13,263,中性,维持在,中性,2020-03-11
368,13,298,中性,维持在,中性,2020-03-11
369,41,299,强于大盘,维持在,强于大盘,2020-03-11
370,41,177,强于大盘,维持在,强于大盘,2020-03-11
371,9,300,持有,维持在,持有,2020-03-11
372,9,301,持有,维持在,持有,2020-03-11
373,9,302,买进,维持在,买进,2020-03-11
374,9,303,买进,维持在,买进,2020-03-11
375,9,95,买进,维持在,买进,2020-03-11
376,9,304,买进,维持在,买进,2020-03-11
377,9,305,持有,上调,买进,2020-03-11
378,3,48,中性,维持在,中性,2020-03-11
379,3,306,中性,维持在,中性,2020-03-11
380,3,307,中性,维持在,中性,2020-03-11
381,3,261,增持,维持在,增持,2020-03-11
382,3,262,增持,维持在,增持,2020-03-11
383,3,308,增持,维持在,增持,2020-03-11
384,3,59,中性,维持在,中性,2020-03-11
385,3,309,增持,维持在,增持,2020-03-11
386,3,310,减持,维持在,减持,2020-03-11
387,12,311,增持,维持在,增持,2020-03-11
388,16,280,买进,维持在,买进,2020-03-11
389,12,312,增持,维持在,增持,2020-03-11
390,16,54,中性,维持在,中性,2020-03-11
391,12,313,中性,维持在,中性,2020-03-11
392,12,314,增持,维持在,增持,2020-03-11
393,16,281,买进,维持在,买进,2020-03-11
394,12,251,中性,维持在,中性,2020-03-11
395,12,315,中性,维持在,中性,2020-03-11
396,16,316,中性,维持在,中性,2020-03-11
397,16,59,中性,维持在,中性,2020-03-11
398,12,317,减持,维持在,减持,2020-03-11
399,16,164,买进,维持在,买进,2020-03-11
400,12,318,中性,维持在,中性,2020-03-11
401,12,319,减持,维持在,减持,2020-03-11
402,12,320,中性,维持在,中性,2020-03-11
403,12,321,增持,维持在,增持,2020-03-11
404,15,322,买进,维持在,买进,2020-03-11
405,12,323,增持,维持在,增持,2020-03-11
406,12,324,增持,下调,中性,2020-03-11
407,12,325,中性,上调,增持,2020-03-11
408,27,326,买进,维持在,买进,2020-03-11
409,11,144,买进,维持在,买进,2020-03-11
410,6,327,增持,维持在,增持,2020-03-11
411,11,328,买进,维持在,买进,2020-03-11
412,16,329,中性,维持在,中性,2020-03-11
413,11,265,买进,维持在,买进,2020-03-11
414,6,297,增持,维持在,增持,2020-03-11
415,16,330,买进,维持在,买进,2020-03-11
416,11,270,中性,维持在,中性,2020-03-11
417,16,331,买进,维持在,买进,2020-03-11
418,16,332,中性,维持在,中性,2020-03-11
419,11,263,中性,维持在,中性,2020-03-11
420,6,333,增持,维持在,增持,2020-03-11
421,42,334,买进,维持在,买进,2020-03-11
422,14,301,中性,维持在,中性,2020-03-11
423,22,335,买进,定为,买进,2020-03-11
424,19,336,买进,下调,中性,2020-03-11
425,19,11,买进,维持在,买进,2020-03-11
426,16,337,中性,上调,买进,2020-03-11
427,19,98,中性,下调,卖出,2020-03-11
428,19,101,买进,下调,中性,2020-03-11
429,19,338,买进,维持在,买进,2020-03-11
430,19,339,买进,维持在,买进,2020-03-11
431,14,340,弱于大盘,上调,中性,2020-03-11
432,14,31,弱于大盘,上调,中性,2020-03-11
433,14,341,中性,上调,强于大盘,2020-03-11
434,19,342,中性,维持在,中性,2020-03-11
435,19,343,中性,维持在,中性,2020-03-11
436,19,290,买进,下调,中性,2020-03-11
437,14,344,中性,上调,强于大盘,2020-03-11
438,19,345,买进,维持在,买进,2020-03-11
439,14,346,中性,上调,强于大盘,2020-03-11
440,19,347,买进,维持在,买进,2020-03-11
441,19,348,买进,维持在,买进,2020-03-11
442,19,349,买进,维持在,买进,2020-03-11
443,19,350,中性,维持在,中性,2020-03-11
444,20,351,强于大盘,维持在,强于大盘,2020-03-11
445,20,269,强烈建议买进,维持在,强烈建议买进,2020-03-11
446,19,352,买进,维持在,买进,2020-03-11
447,20,336,强于大盘,下调,与大盘一致,2020-03-11
448,19,353,中性,下调,卖出,2020-03-11
449,19,354,买进,下调,中性,2020-03-11
450,19,355,买进,维持在,买进,2020-03-11
451,19,356,买进,维持在,买进,2020-03-11
452,19,357,中性,维持在,中性,2020-03-11
453,12,358,中性,上调,增持,2020-03-11
454,13,359,弱于大盘,上调,中性,2020-03-11
455,12,360,减持,上调,中性,2020-03-11
456,9,361,持有,上调,买进,2020-03-11
457,33,232,中性,上调,买进,2020-03-11
458,37,362,持有,上调,买进,2020-03-11
459,35,363,持有,上调,买进,2020-03-11
460,20,364,与大盘一致,上调,强于大盘,2020-03-11
461,28,310,减持,上调,中性,2020-03-11
462,21,365,中性,维持在,中性,2020-03-11
463,41,366,强于大盘,定为,强于大盘,2020-03-11
464,9,367,买进,定为,买进,2020-03-11
465,36,368,与大盘一致,定为,与大盘一致,2020-03-11
466,28,123,中性,下调,减持,2020-03-11
467,28,369,增持,下调,中性,2020-03-11
468,43,290,买进,下调,中性,2020-03-11
469,43,354,买进,下调,中性,2020-03-11
470,43,336,买进,下调,中性,2020-03-11
471,16,370,买进,下调,卖出,2020-03-11
472,16,250,买进,下调,中性,2020-03-11
473,44,185,强于大盘,下调,与大盘一致,2020-03-11
474,44,371,强于大盘,下调,与大盘一致,2020-03-11
475,28,372,中性,上调,增持,2020-03-11
476,26,313,增持,维持在,增持,2020-03-11
477,45,373,中性,上调,买进,2020-03-11
478,46,334,强于大盘,下调,持有,2020-03-11
479,16,370,买进,下调,卖出,2020-03-11
480,47,374,买进,下调,中性,2020-03-11
481,48,375,买进,定为,买进,2020-03-11
482,17,263,买进,维持在,买进,2020-03-11
483,2,313,持有,维持在,持有,2020-03-11
484,2,39,持有,下调,卖出,2020-03-11
485,15,376,买进,维持在,买进,2020-03-11
486,2,270,买进,维持在,买进,2020-03-11
487,32,250,弱于大盘,上调,中性,2020-03-11
488,49,377,中性,下调,弱于大盘,2020-03-11
489,36,38,与大盘一致,维持在,与大盘一致,2020-03-10
490,29,378,中性,维持在,中性,2020-03-10
491,50,379,卖出,上调,中性,2020-03-10
492,29,380,中性,维持在,中性,2020-03-10
493,51,381,中性,上调,买进,2020-03-10
494,49,382,买进,下调,中性,2020-03-10
495,49,383,中性,下调,弱于大盘,2020-03-10
496,41,384,强于大盘,维持在,强于大盘,2020-03-10
497,41,385,强于大盘,维持在,强于大盘,2020-03-10
498,37,313,买进,维持在,买进,2020-03-10
499,37,378,买进,维持在,买进,2020-03-10
500,37,386,买进,维持在,买进,2020-03-10
501,37,387,买进,维持在,买进,2020-03-10
502,37,388,持有,维持在,持有,2020-03-10
503,37,288,买进,维持在,买进,2020-03-10
504,15,389,中性,上调,买进,2020-03-10
505,37,390,买进,下调,持有,2020-03-10
506,15,391,买进,维持在,买进,2020-03-10
507,3,392,增持,维持在,增持,2020-03-10
508,3,393,增持,维持在,增持,2020-03-10
509,3,394,中性,维持在,中性,2020-03-10
510,3,172,中性,维持在,中性,2020-03-10
511,3,395,中性,维持在,中性,2020-03-10
512,3,396,增持,维持在,增持,2020-03-10
513,3,397,增持,维持在,增持,2020-03-10
514,29,398,增持,维持在,增持,2020-03-10
515,3,399,中性,维持在,中性,2020-03-10
516,29,343,增持,维持在,增持,2020-03-10
517,3,400,中性,维持在,中性,2020-03-10
518,3,401,中性,维持在,中性,2020-03-10
519,29,402,增持,维持在,增持,2020-03-10
520,29,403,中性,维持在,中性,2020-03-10
521,29,404,增持,维持在,增持,2020-03-10
522,3,405,增持,维持在,增持,2020-03-10
523,29,406,中性,维持在,中性,2020-03-10
524,3,407,增持,下调,中性,2020-03-10
525,29,408,增持,维持在,增持,2020-03-10
526,5,409,中性,上调,买进,2020-03-10
527,29,410,增持,维持在,增持,2020-03-10
528,5,411,中性,上调,买进,2020-03-10
529,5,412,中性,上调,买进,2020-03-10
530,14,413,强于大盘,维持在,强于大盘,2020-03-10
531,14,384,强于大盘,维持在,强于大盘,2020-03-10
532,9,414,买进,维持在,买进,2020-03-10
533,14,415,中性,维持在,中性,2020-03-10
534,9,416,买进,维持在,买进,2020-03-10
535,9,80,持有,维持在,持有,2020-03-10
536,9,417,买进,维持在,买进,2020-03-10
537,9,378,买进,维持在,买进,2020-03-10
538,9,418,持有,维持在,持有,2020-03-10
539,9,419,持有,维持在,持有,2020-03-10
540,7,420,强于大盘,维持在,强于大盘,2020-03-10
541,7,421,强于大盘,维持在,强于大盘,2020-03-10
542,7,378,强于大盘,维持在,强于大盘,2020-03-10
543,7,399,强于大盘,维持在,强于大盘,2020-03-10
544,7,422,中性,维持在,中性,2020-03-10
545,16,334,买进,下调,中性,2020-03-10
546,16,423,买进,维持在,买进,2020-03-10
547,16,424,买进,维持在,买进,2020-03-10
548,16,425,中性,维持在,中性,2020-03-10
549,16,426,买进,维持在,买进,2020-03-10
550,52,427,负面,上调,中性,2020-03-10
551,20,428,强烈建议买进,维持在,强烈建议买进,2020-03-10
552,20,429,强烈建议买进,下调,强于大盘,2020-03-10
553,20,430,强烈建议买进,下调,与大盘一致,2020-03-10
554,20,431,强烈建议买进,下调,与大盘一致,2020-03-10
555,27,388,买进,下调,中性,2020-03-10
556,20,104,强烈建议买进,下调,与大盘一致,2020-03-10
557,12,432,中性,下调,减持,2020-03-10
558,13,23,强于大盘,维持在,强于大盘,2020-03-10
559,13,288,强于大盘,维持在,强于大盘,2020-03-10
560,17,433,买进,定为,买进,2020-03-10
561,12,434,中性,上调,增持,2020-03-10
562,15,435,买进,维持在,买进,2020-03-10
563,15,436,买进,维持在,买进,2020-03-10
564,15,437,买进,定为,买进,2020-03-10
565,15,438,买进,定为,买进,2020-03-10
566,12,439,中性,上调,增持,2020-03-10
567,11,440,中性,维持在,中性,2020-03-10
568,11,420,买进,维持在,买进,2020-03-10
569,12,441,增持,下调,中性,2020-03-10
570,11,442,中性,维持在,中性,2020-03-10
571,11,443,买进,维持在,买进,2020-03-10
572,11,444,买进,维持在,买进,2020-03-10
573,11,316,买进,维持在,买进,2020-03-10
574,41,445,一致,上调,强于大盘,2020-03-10
575,11,446,中性,维持在,中性,2020-03-10
576,11,447,买进,维持在,买进,2020-03-10
577,11,164,买进,维持在,买进,2020-03-10
578,19,448,卖出,维持在,卖出,2020-03-10
579,11,329,买进,维持在,买进,2020-03-10
580,19,449,买进,维持在,买进,2020-03-10
581,11,332,买进,维持在,买进,2020-03-10
